Header Line

12966 atoms
1 atom types
  0.0000000000  70.0000000000 xlo xhi
  0.0000000000  70.0000000000 ylo yhi
  0.0000000000  70.0000000000 zlo zhi

Atoms # atomic

      1      1    2.82098156    2.68256211    0.27305682
      2      1    1.92404863    2.87549651    2.75917581
      3      1    1.02711571    3.06843091    5.24529480
      4      1    0.13018278    3.26136530    7.73141379
      5      1    3.45271760    2.14834781    1.95477164
      6      1    2.55578468    2.34128221    4.44089063
      7      1    1.65885175    2.53421661    6.92700963
      8      1    0.76191883    2.72715101    9.41312862
      9      1    3.32271898    7.03560791   67.29157143
     10      1    2.42578606    7.22854230   69.77769042
     11      1    9.99644496    1.13908692   50.38410489
     12      1    9.09951203    1.33202132   52.87022388
     13      1    8.20257911    1.52495572   55.35634287
     14      1    7.30564618    1.71789012   57.84246186
     15      1    6.40871326    1.91082452   60.32858085
     16      1    5.51178033    2.10375891   62.81469984
     17      1    4.61484741    2.29669331   65.30081883
     18      1    3.71791448    2.48962771   67.78693782
     19      1   10.62818100    0.60487262   52.06581972
     20      1    9.73124808    0.79780702   54.55193871
     21      1    8.83431515    0.99074142   57.03805770
     22      1    7.93738223    1.18367582   59.52417669
     23      1    7.04044930    1.37661022   62.01029568
     24      1    6.14351638    1.56954462   64.49641467
     25      1    5.24658345    1.76247901   66.98253366
     26      1    4.34965053    1.95541341   69.46865265
     27      1    1.56097598   10.49485628   57.91347111
     28      1    0.66404305   10.68779068   60.39959011
     29      1    6.44083610    4.98420410   45.97824256
     30      1    5.54390318    5.17713849   48.46436155
     31      1    4.64697025    5.37007289   50.95048054
     32      1    3.75003733    5.56300729   53.43659953
     33      1    2.85310440    5.75594169   55.92271852
     34      1    1.95617148    5.94887609   58.40883751
     35      1    1.05923855    6.14181049   60.89495650
     36      1    1.29577910   10.15357638   62.08130493
     37      1    0.16230563    6.33474489   63.38107549
     38      1    7.73296453    0.24528950   43.98748996
     39      1    7.96950508    4.25705540   45.17383839
     40      1    6.83603160    0.43822390   46.47360896
     41      1    7.07257215    4.44998980   47.65995739
     42      1    5.93909868    0.63115830   48.95972795
     43      1    6.17563923    4.64292420   50.14607638
     44      1    5.04216575    0.82409270   51.44584694
     45      1    5.27870630    4.83585859   52.63219537
     46      1    4.14523283    1.01702710   53.93196593
     47      1    4.38177338    5.02879299   55.11831436
     48      1    3.24829990    1.20996149   56.41808492
     49      1    3.48484045    5.22172739   57.60443335
     50      1    2.35136698    1.40289589   58.90420391
     51      1    2.58790753    5.41466179   60.09055234
     52      1    1.45443405    1.59583029   61.39032290
     53      1    1.69097460    5.60759619   62.57667133
     54      1    0.55750113    1.78876469   63.87644189
     55      1    0.79404167    5.80053059   65.06279032
     56      1    6.57083472    0.09694400   50.64144277
     57      1    5.67390180    0.28987840   53.12756177
     58      1    4.77696887    0.48281280   55.61368076
     59      1    3.88003595    0.67574720   58.09979975
     60      1    2.98310302    0.86868159   60.58591874
     61      1    2.08617010    1.06161599   63.07203773
     62      1    1.18923717    1.25455039   65.55815672
     63      1    0.29230425    1.44748479   68.04427571
     64      1    3.28042275    4.28334107   42.06774663
     65      1    2.38348982    4.47627547   44.55386562
     66      1    1.48655690    4.66920987   47.03998461
     67      1    0.58962397    4.86214427   49.52610360
     68      1    4.80909172    3.55619238   41.26334246
     69      1    3.91215879    3.74912678   43.74946145
     70      1    3.01522587    3.94206118   46.23558044
     71      1    1.88175239    0.12322968   47.53535100
     72      1    2.11829294    4.13499557   48.72169944
     73      1    0.98481947    0.31616407   50.02147000
     74      1    1.22136002    4.32792997   51.20781843
     75      1    0.08788654    0.50909847   52.50758899
     76      1    0.32442709    4.52086437   53.69393742
     77      1    7.27352334   68.64451054    2.19280015
     78      1    6.37659041   68.83744493    4.67891915
     79      1    8.56565176   63.90559594    0.20204756
     80      1    8.80219231   67.91736184    1.38839599
     81      1    7.66871883   64.09853034    2.68816655
     82      1    7.90525938   68.11029624    3.87451498
     83      1    8.96084726   59.35961575    0.69741396
     84      1    9.19738781   63.37138164    1.88376239
     85      1    3.21617705   68.13658191    0.76842321
     86      1    2.31924413   68.32951631    3.25454220
     87      1    1.42231120   68.52245071    5.74066120
     88      1    0.52537828   68.71538511    8.22678019
     89      1    3.61137255   63.59060172    1.26378961
     90      1    3.84791310   67.60236762    2.45013804
     91      1    2.71443963   63.78353612    3.74990860
     92      1    2.95098018   67.79530201    4.93625703
     93      1    1.81750670   63.97647052    6.23602759
     94      1    2.05404725   67.98823641    7.42237602
     95      1    5.14004153   62.86345302    0.45938545
     96      1    4.00656805   59.04462152    1.75915601
     97      1    4.24310860   63.05638742    2.94550444
     98      1    3.10963513   59.23755592    4.24527500
     99      1    3.34617567   63.24932182    5.43162343
    100      1    5.53523702   58.31747283    0.95475185
    101      1    4.63830410   58.51040723    3.44087084
    102      1    0.18576232   62.54845880    1.52112750
    103      1    0.34441727   53.99071270    0.83014546
    104      1    0.58095782   58.00247860    2.01649389
    105      1    1.87308624   53.26356401    0.02574130
    106      1    0.73961277   49.44473251    1.32551186
    107      1    0.97615332   53.45649841    2.51186029
    108      1    2.26828174   48.71758381    0.52110770
    109      1   15.31379681   63.83472137   64.16806753
    110      1   14.41686389   64.02765577   66.65418652
    111      1   13.51993096   64.22059017   69.14030551
    112      1   15.70899231   59.28874117   64.66343393
    113      1   14.81205939   59.48167557   67.14955292
    114      1   15.04859994   63.49344147   68.33590135
    115      1   13.55205381   67.29396975   54.78996722
    116      1   12.65512089   67.48690415   57.27608621
    117      1   11.75818796   67.67983854   59.76220520
    118      1   10.86125504   67.87277294   62.24832419
    119      1    9.96432211   68.06570734   64.73444318
    120      1    9.06738919   68.25864174   67.22056217
    121      1    8.17045626   68.45157614   69.70668116
    122      1   14.18378986   66.75975545   56.47168205
    123      1   13.05031638   62.94092395   57.77145261
    124      1   13.28685693   66.95268985   58.95780104
    125      1   12.15338346   63.13385835   60.25757160
    126      1   12.38992401   67.14562425   61.44392003
    127      1   11.25645053   63.32679275   62.74369059
    128      1   11.49299108   67.33855864   63.93003902
    129      1   10.35951761   63.51972715   65.22980958
    130      1   10.59605816   67.53149304   66.41615801
    131      1    9.46258468   63.71266154   67.71592857
    132      1    9.69912523   67.72442744   68.90227700
    133      1   13.68205243   62.40670965   59.45316743
    134      1   12.54857896   58.58787815   60.75293800
    135      1   12.78511951   62.59964405   61.93928643
    136      1   11.65164603   58.78081255   63.23905699
    137      1   11.88818658   62.79257845   64.42540542
    138      1   10.75471311   58.97374695   65.72517598
    139      1   10.99125366   62.98551285   66.91152441
    140      1    9.85778018   59.16668135   68.21129497
    141      1   10.09432073   63.17844725   69.39764340
    142      1   13.18031500   58.05366386   62.43465282
    143      1   12.04684153   54.23483236   63.73442338
    144      1   12.28338208   58.24659825   64.92077181
    145      1   11.14990860   54.42776675   66.22054237
    146      1   11.38644915   58.43953265   67.40689081
    147      1   10.48951623   58.63246705   69.89300980
    148      1   12.67857758   53.70061806   65.41613821
    149      1   10.39164045   66.59310673   50.87947129
    150      1    9.49470753   66.78604112   53.36559028
    151      1    8.59777460   66.97897552   55.85170927
    152      1    7.70084168   67.17190992   58.33782826
    153      1    6.80390875   67.36484432   60.82394725
    154      1    5.90697583   67.55777872   63.31006624
    155      1    5.01004290   67.75071312   65.79618523
    156      1    4.11310998   67.94364752   68.28230422
    157      1   11.02337650   66.05889243   52.56118611
    158      1    9.88990303   62.24006093   53.86095667
    159      1   10.12644358   66.25182683   55.04730510
    160      1    8.99297010   62.43299533   56.34707567
    161      1    9.22951065   66.44476122   57.53342410
    162      1    8.09603718   62.62592973   58.83319466
    163      1    8.33257773   66.63769562   60.01954309
    164      1    7.19910425   62.81886412   61.31931365
    165      1    7.43564480   66.83063002   62.50566208
    166      1    6.30217133   63.01179852   63.80543264
    167      1    6.53871188   67.02356442   64.99178107
    168      1    5.40523840   63.20473292   66.29155163
    169      1    5.64177895   67.21649882   67.47790006
    170      1    4.50830548   63.39766732   68.77767062
    171      1    4.74484603   67.40943322   69.96401905
    172      1   11.41857200   61.51291223   53.05655251
    173      1   10.52163908   61.70584663   55.54267150
    174      1    9.38816560   57.88701513   56.84244206
    175      1    9.62470615   61.89878103   58.02879049
    176      1    8.49123268   58.07994953   59.32856105
    177      1    8.72777323   62.09171543   60.51490948
    178      1    7.59429975   58.27288393   61.81468004
    179      1    7.83084030   62.28464983   63.00102847
    180      1    6.69736683   58.46581833   64.30079904
    181      1    6.93390738   62.47758423   65.48714747
    182      1    5.80043390   58.65875273   66.78691803
    183      1    6.03697445   62.67051862   67.97326646
    184      1    4.90350098   58.85168712   69.27303702
    185      1   10.01990165   57.35280083   58.52415689
    186      1    8.88642817   53.53396933   59.82392745
    187      1    9.12296872   57.54573523   61.01027588
    188      1    7.98949525   53.72690373   62.31004644
    189      1    8.22603580   57.73866963   63.49639487
    190      1    7.09256232   53.91983813   64.79616543
    191      1    7.32910287   57.93160403   65.98251386
    192      1    6.19562940   54.11277253   67.28228442
    193      1    6.43216995   58.12453843   68.46863285
    194      1    5.29869647   54.30570693   69.76840342
    195      1    9.51816422   52.99975504   61.50564228
    196      1    8.38469075   49.18092354   62.80541284
    197      1    8.62123130   53.19268944   63.99176127
    198      1    7.48775782   49.37385794   65.29153183
    199      1    7.72429837   53.38562383   66.47788026
    200      1    6.59082490   49.56679233   67.77765082
    201      1    6.82736545   53.57855823   68.96399925
    202      1    9.01642679   48.64670924   64.48712767
