NUM_TYPES    2
TOTAL__OR__SPIN_UP
   16
 -0.6937434151E+00  0.3000000000E+00  0.695140E-01  0.700909E-01  0.000000E+00
 -0.1389596487E+01  0.8165444621E+00  0.189860E+00  0.183812E+00  0.000000E+00
 -0.2646140690E+01  0.2222482862E+01 -0.308992E+00 -0.307965E+00  0.000000E+00
 -0.7059658222E+01  0.6049186911E+01  0.218295E+01  0.151283E+00  0.000000E+00
  0.1344712141E+01  0.1646476691E+02  0.103178E+02  0.636333E-01  0.000000E+00
  0.1520138558E+02  0.4481404747E+02  0.166368E+02  0.872255E+00  0.000000E+00
 -0.4790425887E+01  0.1219755409E+03  0.139837E+02  0.468682E-01  0.000000E+00
  0.1008288423E+02  0.3319948416E+03  0.105198E+02  0.841838E+00  0.000000E+00
 -0.9609270848E+01  0.9036284979E+03  0.574150E+01 -0.449644E+00  0.000000E+00
  0.1341737389E+02  0.2459509486E+04  0.472326E+01  0.939890E+00  0.000000E+00
 -0.1574642420E+02  0.6694329501E+04  0.142103E+01 -0.940079E+00  0.000000E+00
  0.2003617040E+02  0.1822072561E+05  0.266343E+01  0.130635E+01  0.000000E+00
 -0.2404376008E+02  0.4959344196E+05 -0.639699E+00 -0.150993E+01  0.000000E+00
  0.2798858156E+02  0.1349841680E+06  0.271674E+01  0.180642E+01  0.000000E+00
 -0.2779469498E+02  0.3674019161E+06 -0.254930E+01 -0.176498E+01  0.000000E+00
  0.1764492493E+02  0.1000000000E+07  0.152981E+01  0.105600E+01  0.000000E+00
   16
 -0.3014672648E+00  0.2500000000E+00 -0.184961E-01 -0.190534E-01  0.000000E+00
 -0.1278698893E+01  0.6887749461E+00  0.496895E+00  0.502811E+00  0.000000E+00
 -0.3884343430E+01  0.1897643705E+01  0.425535E+00  0.397116E+00  0.000000E+00
 -0.7794791283E+01  0.5228197763E+01 -0.407756E+00 -0.479978E+00  0.000000E+00
 -0.2917415416E+01  0.1440420653E+02  0.819557E+01 -0.481923E+00  0.000000E+00
  0.2449995897E+02  0.3968502630E+02  0.370903E+02  0.191099E+01  0.000000E+00
 -0.6297572713E+01  0.1093362074E+03  0.477649E+02  0.177599E+01  0.000000E+00
  0.1450479674E+02  0.3012321614E+03  0.401871E+02  0.217580E+01  0.000000E+00
 -0.1371362371E+02  0.8299246629E+03  0.253600E+02  0.547393E+00  0.000000E+00
  0.1916631508E+02  0.2286525260E+04  0.178546E+02  0.143753E+01  0.000000E+00
 -0.2259111615E+02  0.6299605249E+04  0.845829E+01 -0.481905E+00  0.000000E+00
  0.2879169664E+02  0.1735604106E+05  0.814570E+01  0.138717E+01  0.000000E+00
 -0.3470942479E+02  0.4781762499E+05  0.961727E+00 -0.120748E+01  0.000000E+00
  0.4060509730E+02  0.1317423283E+06  0.701075E+01  0.167497E+01  0.000000E+00
 -0.4068128042E+02  0.3629632602E+06 -0.614859E+01 -0.145775E+01  0.000000E+00
  0.2615985762E+02  0.1000000000E+07  0.359043E+01  0.698092E+00  0.000000E+00
SPIN_DN
   16
 -0.6937434151E+00  0.3000000000E+00  0.695140E-01  0.700909E-01  0.000000E+00
 -0.1389596487E+01  0.8165444621E+00  0.189860E+00  0.183812E+00  0.000000E+00
 -0.2646140690E+01  0.2222482862E+01 -0.308992E+00 -0.307965E+00  0.000000E+00
 -0.7059658222E+01  0.6049186911E+01  0.218295E+01  0.151283E+00  0.000000E+00
  0.1344712141E+01  0.1646476691E+02  0.103178E+02  0.636333E-01  0.000000E+00
  0.1520138558E+02  0.4481404747E+02  0.166368E+02  0.872255E+00  0.000000E+00
 -0.4790425887E+01  0.1219755409E+03  0.139837E+02  0.468682E-01  0.000000E+00
