NUM_TYPES 2
 TOTAL__OR__SPIN_UP
          16
   -0.17904122E+01    0.30000000E+00 0.0 0.0 0.0
    0.61944945E-01    0.81654446E+00 0.0 0.0 0.0
   -0.39538022E+01    0.22224829E+01 0.0 0.0 0.0
   -0.60031050E+01    0.60491869E+01 0.0 0.0 0.0
    0.60189014E+00    0.16464767E+02 0.0 0.0 0.0
    0.15487579E+02    0.44814047E+02 0.0 0.0 0.0
   -0.40893155E+01    0.12197554E+03 0.0 0.0 0.0
    0.76427967E+01    0.33199484E+03 0.0 0.0 0.0
   -0.43566639E+01    0.90362850E+03 0.0 0.0 0.0
    0.43822268E+01    0.24595095E+04 0.0 0.0 0.0
   -0.23694480E+01    0.66943295E+04 0.0 0.0 0.0
    0.19485874E+01    0.18220726E+05 0.0 0.0 0.0
   -0.98509580E+00    0.49593442E+05 0.0 0.0 0.0
    0.65100737E+00    0.13498417E+06 0.0 0.0 0.0
   -0.21778053E+00    0.36740192E+06 0.0 0.0 0.0
    0.11653402E+00    0.10000000E+07 0.0 0.0 0.0
   16
 -.1404750719E+01 0.2500000000E+00 0.183430E-01 0.173606E-01 0.000000E+00
 0.4274752384E+00 0.6887749461E+00 0.318899E+00 0.325849E+00 0.000000E+00
 -.6406890243E+01 0.1897643705E+01 0.690795E+00 0.660859E+00 0.000000E+00
 -.4427496208E+01 0.5228197763E+01 -.793268E+00 -.862801E+00 0.000000E+00
 -.7288768092E+01 0.1440420653E+02 0.846948E+01 -.161343E+00 0.000000E+00
 0.3000996384E+02 0.3968502630E+02 0.371111E+02 0.213660E+01 0.000000E+00
 -.1316209755E+02 0.1093362074E+03 0.483825E+02 0.265181E+01 0.000000E+00
 0.2310211407E+02 0.3012321614E+03 0.399089E+02 0.212068E+01 0.000000E+00
 -.2448100801E+02 0.8299246629E+03 0.260215E+02 0.134346E+01 0.000000E+00
 0.3264718234E+02 0.2286525260E+04 0.172152E+02 0.901120E+00 0.000000E+00
 -.3943803235E+02 0.6299605249E+04 0.936982E+01 0.469236E+00 0.000000E+00
 0.4972375044E+02 0.1735604106E+05 0.708563E+01 0.379998E+00 0.000000E+00
 -.6028129382E+02 0.4781762499E+05 0.227835E+01 0.104110E+00 0.000000E+00
 0.7034070067E+02 0.1317423283E+06 0.557738E+01 0.292384E+00 0.000000E+00
 -.7058906916E+02 0.3629632602E+06 -.489173E+01 -.248103E+00 0.000000E+00
 0.4531024655E+02 0.1000000000E+07 0.301248E+01 0.149750E+00 0.000000E+00
 SPIN_DN
          16
   -0.17904122E+01    0.30000000E+00 0.0 0.0 0.0
    0.61944945E-01    0.81654446E+00 0.0 0.0 0.0
   -0.39538022E+01    0.22224829E+01 0.0 0.0 0.0
   -0.60031050E+01    0.60491869E+01 0.0 0.0 0.0
    0.60189014E+00    0.16464767E+02 0.0 0.0 0.0
    0.15487579E+02    0.44814047E+02 0.0 0.0 0.0
   -0.40893155E+01    0.12197554E+03 0.0 0.0 0.0
    0.76427967E+01    0.33199484E+03 0.0 0.0 0.0
   -0.43566639E+01    0.90362850E+03 0.0 0.0 0.0
    0.43822268E+01    0.24595095E+04 0.0 0.0 0.0
   -0.23694480E+01    0.66943295E+04 0.0 0.0 0.0
    0.19485874E+01    0.18220726E+05 0.0 0.0 0.0
   -0.98509580E+00    0.49593442E+05 0.0 0.0 0.0
    0.65100737E+00    0.13498417E+06 0.0 0.0 0.0
   -0.21778053E+00    0.36740192E+06 0.0 0.0 0.0
    0.11653402E+00    0.10000000E+07 0.0 0.0 0.0
   16
 -.1404750719E+01 0.2500000000E+00 0.183430E-01 0.173606E-01 0.000000E+00
 0.4274752384E+00 0.6887749461E+00 0.318899E+00 0.325849E+00 0.000000E+00
 -.6406890243E+01 0.1897643705E+01 0.690795E+00 0.660859E+00 0.000000E+00
 -.4427496208E+01 0.5228197763E+01 -.793268E+00 -.862801E+00 0.000000E+00
 -.7288768092E+01 0.1440420653E+02 0.846948E+01 -.161343E+00 0.000000E+00
 0.3000996384E+02 0.3968502630E+02 0.371111E+02 0.213660E+01 0.000000E+00
 -.1316209755E+02 0.1093362074E+03 0.483825E+02 0.265181E+01 0.000000E+00
 0.2310211407E+02 0.3012321614E+03 0.399089E+02 0.212068E+01 0.000000E+00
 -.2448100801E+02 0.8299246629E+03 0.260215E+02 0.134346E+01 0.000000E+00
 0.3264718234E+02 0.2286525260E+04 0.172152E+02 0.901120E+00 0.000000E+00
 -.3943803235E+02 0.6299605249E+04 0.936982E+01 0.469236E+00 0.000000E+00
 0.4972375044E+02 0.1735604106E+05 0.708563E+01 0.379998E+00 0.000000E+00
 -.6028129382E+02 0.4781762499E+05 0.227835E+01 0.104110E+00 0.000000E+00
 0.7034070067E+02 0.1317423283E+06 0.557738E+01 0.292384E+00 0.000000E+00
 -.7058906916E+02 0.3629632602E+06 -.489173E+01 -.248103E+00 0.000000E+00
 0.4531024655E+02 0.1000000000E+07 0.301248E+01 0.149750E+00 0.000000E+00
NUM__PLUSUJ__TERMS
0
 TOTAL__O__SPIN_UP
 SPIN_DN
